name,amount
WIATR,2165
BORECKA,2163
BOGACKA,2160
BOROWICZ,2160
KRZAK,2160
DUL,2158
BOROWIECKA,2156
SOSIŃSKA,2156
KUSZ,2155
STARZYŃSKA,2154
CZAPLICKA,2153
BĄCZEK,2147
WOJTKOWSKA,2147
KRAWCZYŃSKA,2146
SAGAN,2144
KLOC,2143
JARECKA,2142
TRAWIŃSKA,2141
PRZYGODA,2140
JELEŃ,2139
MAJER,2139
SZMIDT,2138
STRZELEC,2137
GROMEK,2136
DAWIDOWSKA,2134
DYLEWSKA,2132
POZNAŃSKA,2131
SIUDA,2131
CHRUŚCIEL,2130
SYNOWIEC,2130
GANCARZ,2129
CZAPSKA,2128
FRYDRYCH,2128
GRZEGORZEWSKA,2128
CYRAN,2125
MIROWSKA,2121
DAWID,2120
BORUCKA,2119
MATYJA,2119
MROZIŃSKA,2116
GOLONKA,2115
BAŁDYGA,2113
LACHOWSKA,2112
KULIGOWSKA,2111
WĄSOWICZ,2107
MATEJA,2105
BIEGAŃSKA,2104
KUPCZYK,2104
TOBIASZ,2103
ROZMUS,2100
SZCZOTKA,2100
WOJNAROWSKA,2100
PUZIO,2096
KURKOWSKA,2092
OGRODNIK,2092
RUSINEK,2092
NIEDŹWIEDŹ,2090
OGONOWSKA,2090
JEŻ,2089
ŁYSIAK,2088
KOCH,2086
OLEKSIAK,2086
KISIELEWSKA,2085
ŁUKOMSKA,2085
SZNAJDER,2085
WOLAŃSKA,2085
BARCZYK,2084
ZDROJEWSKA,2081
ZDANOWICZ,2080
GAJOS,2078
CHUDY,2077
FABISIAK,2077
KORCZYŃSKA,2077
STACH,2077
MADEJSKA,2076
DEPTUŁA,2071
JAROCKA,2069
MĄKA,2069
KOSIOREK,2068
KĘPIŃSKA,2067
MIELNIK,2067
KLIŚ,2065
KOTOWICZ,2063
DAWIDOWICZ,2061
KARWACKA,2060
KUŁAKOWSKA,2060
RUSZKOWSKA,2059
MAŁOLEPSZA,2057
MROZIK,2055
KOCUR,2051
PACIOREK,2051
SAJDAK,2048
HOFMAN,2047
SUCHODOLSKA,2046
BOCHEŃSKA,2045
PODOLSKA,2045
KRASOŃ,2043
WIERZBOWSKA,2043
KUDŁA,2041
NOCOŃ,2041
KOSSAKOWSKA,2037
SARNA,2035
ŁĄCKA,2032
KWAŚNIAK,2030
GLINKA,2029
BARTOSIAK,2027
BAJOR,2026
MYSZKA,2025
KUTA,2023
ZIAJA,2020
OLESIŃSKA,2019
JEŻEWSKA,2018
ZAJDEL,2018
HAŁAS,2017
TARKOWSKA,2013
BOGUSZEWSKA,2011
MISIEWICZ,2011
POPEK,2007
PIRÓG,2006
KOSIOR,2004
RATAJ,2004
WOŹNICKA,2004
JANKIEWICZ,2003
JELONEK,2003
WYSOKIŃSKA,2002
PANKOWSKA,2000
PIENIĄŻEK,2000
KRASIŃSKA,1999
POŚPIECH,1999
CABAN,1998
SAWCZUK,1998
ZAJKOWSKA,1997
NOWOSIELSKA,1992
SAMBORSKA,1992
BIELICKA,1991
KUNA,1990
RYBCZYŃSKA,1990
WALKIEWICZ,1990
ZWIERZCHOWSKA,1987
SZUMSKA,1985
GŁOWACZ,1981
KUBALA,1981
JÓZEFOWICZ,1980
POKORSKA,1979
WĄS,1978
GÓRZYŃSKA,1975
GUZEK,1975
PAWŁOWICZ,1975
ŻOCHOWSKA,1975
BAŃKOWSKA,1974
CICHY,1973
CYWIŃSKA,1973
KASPROWICZ,1972
PIECHOWIAK,1972
ROGUSKA,1970
TOMASZEK,1968
KUŹMIŃSKA,1967
PISKORSKA,1967
SKRZYŃSKA,1966
STAWSKA,1966
SIWAK,1964
PŁACZEK,1962
JACH,1961
LISEK,1961
WOJEWODA,1961
SOBKOWIAK,1960
BOGUSŁAWSKA,1957
MITURA,1957
RACHWAŁ,1956
JANIKOWSKA,1948
PACH,1948
KAWCZYŃSKA,1947
MYSZKOWSKA,1946
PTASZYŃSKA,1944
ROLA,1944
ĆWIEK,1942
JANIEC,1942
MARCZYK,1941
ŻMIJEWSKA,1938
ŻBIKOWSKA,1936
KUKLIŃSKA,1935
ŁUKAWSKA,1935
SROCZYŃSKA,1935
MATUSZEK,1934
KICIŃSKA,1933
ROZWADOWSKA,1933
MROZOWSKA,1932
PRZYBYŁEK,1928
SKUPIEŃ,1926
SUŁEK,1925
STANKOWSKA,1924
STAWARZ,1924
BĘBEN,1923
LUBIŃSKA,1923
FORMELA,1922
SPYCHALSKA,1921
BADOWSKA,1920
KUPCZAK,1920
OLESZCZUK,1919
DZIĘGIELEWSKA,1917
ANIOŁ,1914
KARPOWICZ,1913
KUŹNIAR,1913
GŁUCHOWSKA,1910
KOC,1910
KUPIS,1910
ŁOBODA,1910
BOCIAN,1909
JODŁOWSKA,1909
KULCZYCKA,1908
ADAMKIEWICZ,1906
MARCZUK,1906
GUZOWSKA,1905
JASKUŁA,1905
SKRZYPIEC,1904
TWOREK,1904
STADNIK,1903
OLEK,1902
RZEŹNIK,1902
WLAZŁO,1901
ZADROŻNA,1900
ZABIELSKA,1899
CHOLEWIŃSKA,1898
KUŚNIERZ,1898
NGUYEN,1897
SŁOTA,1897
MĄDRA,1896
FLORCZYK,1895
ŁUKASIAK,1894
WOJNAR,1894
JAKUBIK,1892
SŁOWIKOWSKA,1892
KUCZERA,1891
SIEMIŃSKA,1891
GONDEK,1890
WINKLER,1890
KROK,1886
BANASZKIEWICZ,1884
KĘDZIA,1884
BRYK,1883
KOBIELA,1883
OZIMEK,1883
GIERSZEWSKA,1881
KNOP,1881
RYNKIEWICZ,1881
STARCZEWSKA,1880
KALISZEWSKA,1878
KUBAS,1878
WIKTOR,1878
HEBDA,1876
NYKIEL,1875
DZIĘCIOŁ,1874
PAWLACZYK,1873
SOBIERAJSKA,1873
MACIEJCZYK,1872
LABUDA,1870
POLOK,1869
SWOBODA,1868
CHOIŃSKA,1867
KOPKA,1863
MAĆKOWSKA,1863
SZMYT,1863
ABRAMCZYK,1862
KULKA,1862
CAŁKA,1860
ABRAMOWICZ,1855
GAWĘDA,1855
MOROZ,1853
NOSEK,1853
GÓRCZYŃSKA,1852
ADAMCZUK,1851
DYBOWSKA,1850
POŁEĆ,1850
KĘDRA,1848
GRABIEC,1847
KILIAN,1847
ŁATA,1847
CISZEK,1844
PIASKOWSKA,1844
SOSNA,1843
ROGULSKA,1838
FILIPOWSKA,1836
SOJA,1836
KOZUB,1835
PRZYBYLAK,1834
DRZAZGA,1832
PŁUCIENNIK,1831
BARCZAK,1830
CISEK,1827
DĘBIŃSKA,1827
FORTUNA,1827
ROWIŃSKA,1826
FORYŚ,1824
MIELEWCZYK,1824
PANKIEWICZ,1824
SZEWC,1819
WOJTYSIAK,1819
DURAJ,1818
KURIATA,1818
PŁÓCIENNIK,1818
WALICKA,1818
PACEK,1817
MOKRZYCKA,1816
WICHER,1816
FRĄCKIEWICZ,1815
MOSZCZYŃSKA,1815
DOMINIK,1814
PIWOŃSKA,1812
JANUSZKIEWICZ,1811
ŁUKOWSKA,1811
BUDNIK,1810
GIERCZAK,1810
LASKA,1809
GUTKOWSKA,1806
ZIENKIEWICZ,1806
GAWŁOWSKA,1805
LISZEWSKA,1805
PIECUCH,1805
CABAJ,1802
JASIAK,1800
KLIMOWICZ,1798
NIZIOŁEK,1797
DEPTA,1796
DOPIERAŁA,1796
JANECKA,1796
BIEDRZYCKA,1795
CZARNOWSKA,1795
DZIK,1794
WALASEK,1794
SKRZYPCZYK,1793
SZPAKOWSKA,1793
PAWEŁEK,1792
MIODUSZEWSKA,1791
POLKOWSKA,1791
BALIŃSKA,1790
KOZIKOWSKA,1790
PŁACHTA,1789
IGNACZAK,1788
ANDRZEJAK,1787
KLIMKIEWICZ,1787
PIECHA,1787
PIEKARCZYK,1787
KOŁEK,1785
KRYGIER,1785
BARTOSZEWICZ,1783
GIBAS,1781
SKUZA,1781
SEMENIUK,1778
BINKOWSKA,1777
SOBIECH,1777
FORNAL,1776
CELIŃSKA,1775
JAROSIŃSKA,1775
KRZEMIEŃ,1775
KRZYSZTOFIK,1774
ŻACZEK,1768
KLICH,1767
KORALEWSKA,1766
KASIŃSKA,1765
BARSZCZEWSKA,1763
MAŁACHOWSKA,1763
SIWIŃSKA,1762
JANOWICZ,1760
KAZIMIERSKA,1760
KWAŚNIK,1760
POŹNIAK,1760
WOLANIN,1760
PRZYBYŁO,1759
CHLEBOWSKA,1758
PNIEWSKA,1758
PLATA,1757
OPALIŃSKA,1756
KRZYŻANIAK,1753
STAWIARSKA,1753
SOBALA,1752
KOSEK,1751
DANILUK,1749
LUPA,1749
MELLER,1749
FILA,1748
KOWNACKA,1747
PATYK,1746
SZCZĘCH,1746
WIATROWSKA,1746
PAWLUS,1745
BIENIAS,1743
ŚWITALSKA,1743
SZEWCZAK,1742
KOŻUCH,1740
ZAWADKA,1740
ŁADA,1739
SKOTNICKA,1739
SOŁTYSIK,1739
ZDANOWSKA,1739
WANAT,1737
GONTARZ,1736
ROMAŃCZUK,1736
KLIMCZYK,1735
POKORA,1734
KWAPISZ,1733
MÜLLER,1733
ŚWIĘCICKA,1732
BIŃKOWSKA,1730
KALICKA,1728
PIKUŁA,1726
BASIŃSKA,1723
CHRZĄSZCZ,1723
PIETRUCHA,1723
POPIEL,1722
MOŚCICKA,1721
OBARA,1721
PUSTELNIK,1721
LEJA,1720
ŻABIŃSKA,1720
DEMBIŃSKA,1719
ĆWIKŁA,1718
BORAWSKA,1716
BROŻYNA,1714
LENARTOWICZ,1714
STEFANOWSKA,1714
BAJER,1713
IDZIKOWSKA,1713
JASEK,1713
TERLECKA,1713
URBANIK,1712
WILKOWSKA,1712
HINC,1711
JUREWICZ,1711
FICEK,1710
GAWRYŚ,1710
SIEŃKO,1709
SOLARZ,1708
CHMIELECKA,1707
MICKIEWICZ,1707
PIECHOWSKA,1706
ŁUKASZCZYK,1705
PAWEŁCZYK,1705
GOŁDA,1704
TABAKA,1704
BĄCZKOWSKA,1703
PIWKO,1702
WACHOWICZ,1701
CZERNIAWSKA,1699
KOŚMIDER,1698
KUŁAGA,1698
MARCINEK,1698
SAMSEL,1698
GŁUSZEK,1697
ZELEK,1697
WALASZCZYK,1696
KUFEL,1695
CIEŚLAR,1694
MIAZGA,1689
MIŁEK,1689
BARTOSZ,1688
OCHMAN,1688
SYPNIEWSKA,1688
CHUDZIŃSKA,1687
DRAB,1687
JAWOROWSKA,1687
SZYDŁO,1684
KUKUŁA,1683
RUTA,1683
WSZOŁEK,1680
ROSTKOWSKA,1679
KACPERSKA,1678
MATYSEK,1678
KARWAT,1676
CICHOWSKA,1674
POLAKOWSKA,1674
KUR,1673
MACIAK,1672
MOMOT,1672
GRABIŃSKA,1671
ORLIŃSKA,1670
PALKA,1669
ZDUŃCZYK,1669
GRUSZECKA,1668
PLISZKA,1668
BONIECKA,1667
SAŁATA,1667
KOPIEC,1666
LIGĘZA,1666
SZMIT,1665
BŁASIAK,1664
KIERZKOWSKA,1663
PONIATOWSKA,1663
GWIZDAŁA,1661
KASPRZYCKA,1661
KLEPACKA,1661
KLESZCZ,1661
SZYMBORSKA,1661
WARDA,1661
PIELA,1660
ŁAKOMA,1659
SAS,1658
SARNECKA,1657
BĘBENEK,1656
STEFANOWICZ,1656
MICHALEC,1655
SZCZĘŚNIAK,1655
DOMARADZKA,1654
MRUK,1653
NARLOCH,1651
SCHULZ,1651
WAWER,1651
CHĘCIŃSKA,1650
TARASIUK,1650
KOSAKOWSKA,1647
ZIOBRO,1645
JURASZEK,1644
RYSZKA,1644
KACPRZYK,1643
KORYCKA,1643
SASIN,1643
PRUSAK,1640
CHUDA,1637
JÓZEFIAK,1637
JABŁONOWSKA,1636
GÓRNIK,1635
ŁASKA,1634
MIERNIK,1634
OLEJARZ,1634
ROJEWSKA,1634
SAŁEK,1631
BORZĘCKA,1630
JURGA,1629
JASIK,1628
KRYŃSKA,1628
KUŹNIK,1628
PARZYCH,1628
CICHECKA,1627
LECHOWICZ,1627
ŚWINIARSKA,1625
ISKRA,1624
KOWALKOWSKA,1624
ORLIK,1624
KARBOWIAK,1623
NIEDBAŁA,1623
OKOŃSKA,1623
STASIK,1623
MYŚLIŃSKA,1621
GAWIN,1620
GŁODEK,1620
POLOCZEK,1620
SZYMURA,1620
BAŃKA,1618
KAIM,1617
KOTECKA,1615
ŁOZIŃSKA,1613
BABIŃSKA,1612
MAJCHROWSKA,1611
TYSZKIEWICZ,1611
WOŹNY,1609
LEWKOWICZ,1608
KUSTRA,1607
BIL,1604
BOCZKOWSKA,1604
KOCOT,1604
KOPERSKA,1604
SAK,1604
KONKOL,1603
JAGIEŁA,1602
SPYRA,1602
CIESZYŃSKA,1600
CZERNIK,1600
POGODA,1595
RODZIEWICZ,1595
SADKOWSKA,1594
ŻYDEK,1593
JARZĄB,1591
MOCZULSKA,1590
PORADA,1590
CZOP,1589
KŁAK,1588
ANDRUSZKIEWICZ,1587
CZERNECKA,1587
KUŚMIERCZYK,1587
PIETKIEWICZ,1587
PIETRUSZEWSKA,1587
IGNASIAK,1586
STEFAŃCZYK,1586
BARTOSZEWSKA,1584
SÓJKA,1584
GRALAK,1583
KACZMARZYK,1583
SUSZEK,1582
MANIA,1581
PIETRASIK,1581
ŁĘCKA,1580
WRONKA,1580
ANTOSIK,1579
PEPLIŃSKA,1579
TAŃSKA,1579
MUSIELAK,1578
STRZYŻEWSKA,1578
WOJTAŚ,1578
BARNAŚ,1577
JAGŁA,1576
JASZCZUK,1576
PALIWODA,1576
ZARZECKA,1576
GRAD,1573
KLOCEK,1573
WEGNER,1573
MATKOWSKA,1572
ULATOWSKA,1572
SKOCZEŃ,1571
BUDNA,1569
WILCZAK,1569
KĄDZIELA,1568
GŁUCH,1567
PRZYBOROWSKA,1567
WŁODARCZAK,1567
DRAGAN,1564
MLECZKO,1563
PAWLUK,1563
SOBIECKA,1563
TOCZEK,1561
NAPORA,1560
BYKOWSKA,1559
CZARNIK,1559
KISZKA,1559
BALCER,1558
KOSECKA,1558
WIKTOROWICZ,1558
GRALA,1557
RZEPA,1557
TARGOSZ,1557
PRZYTUŁA,1556
TYSZKA,1556
PAWELCZYK,1555
SZYSZKO,1554
LANGNER,1552
SADŁOWSKA,1552
PASIEKA,1551
RICHTER,1551
SUDER,1550
SUKIENNIK,1546
GIEMZA,1544
BOMBA,1543
PIETRASZEK,1543
WINIARCZYK,1542
BRYL,1541
TĘCZA,1541
ZĄBEK,1541
ŻÓŁTOWSKA,1540
BOCZEK,1539
KĄDZIOŁKA,1539
MICHNA,1536
BIAŁY,1535
KUBIŃSKA,1535
KANTOR,1534
CHMIELOWIEC,1533
DEJA,1532
BRZOSTEK,1531
BRZÓSKA,1531
KONIK,1531
NIKIEL,1531
PASZKO,1530
FILIPKOWSKA,1528
STAŚKIEWICZ,1528
FIRLEJ,1525
ŚWIDEREK,1525
CISOWSKA,1522
GOŹDZIK,1522
KALEMBA,1522
FEDOROWICZ,1521
KRYSZTOFIAK,1521
LIPOWSKA,1520
PYTLIK,1520
SABAT,1520
WALA,1520
ŻYWICKA,1520
DZIUBEK,1519
STARZYK,1519
KARBOWNIK,1518
MALCZYK,1518
WASILUK,1518
MNICH,1517
BATKO,1515
DMOCHOWSKA,1515
MRÓWKA,1515
ORLIKOWSKA,1515
WOJTALA,1515
KRZYWICKA,1514
SKWARA,1514
ŚWISTAK,1514
ŻELAZNA,1514
GĘBALA,1513
JANCZEWSKA,1513
CHYŁA,1512
JEDLIŃSKA,1512
KRYNICKA,1512
SOBOL,1508
BOROWIK,1507
BUTKIEWICZ,1507
NOWOSAD,1507
PIEKUT,1507
WĄTROBA,1507
RAPACZ,1506
DYRDA,1505
MACHAJ,1505
BAŁA,1504
OSIAK,1503
FISZER,1502
JARZYNA,1501
KOCIK,1500
KUŚMIERZ,1499
MĄCZYŃSKA,1499
ZWIERZYŃSKA,1498
STAROSTA,1497
GRĄDZKA,1495
WIERZBA,1495
DOMIN,1493
PACHOLSKA,1493
TARNAWSKA,1493
MARTYNIUK,1492
MELNYK,1492
GALANT,1491
GOŁAWSKA,1491
SŁOMSKA,1491
BĘDKOWSKA,1490
CHROSTOWSKA,1489
GINTER,1489
CZECHOWICZ,1487
JAŃCZAK,1487
MACHURA,1487
DEREŃ,1485
KRUPSKA,1485
KRZYŻAK,1484
TALAGA,1484
GRZESZCZAK,1483
RAWSKA,1482
KOCIOŁEK,1481
SUWAŁA,1481
CIOSEK,1480
PŁAZA,1480
REGULSKA,1480
SIWIK,1480
GRONOWSKA,1479
GODEK,1478
GÓŹDŹ,1477
KASZA,1477
WOLF,1476
JOPEK,1475
PUDŁO,1475
SZERSZEŃ,1475
SZMIGIEL,1475
GÓRNICKA,1473
CHRZAN,1471
MALIŃSKA,1471
KOTWICA,1469
KACZKOWSKA,1468
PAKULSKA,1468
WASIK,1468
CZARKOWSKA,1467
ŁAGOWSKA,1467
WIĘCŁAW,1466
WENTA,1465
CHMIELOWSKA,1463
KMIECIAK,1463
KORCZ,1462
KUŁAK,1462
NOWIK,1462
PRZYWARA,1461
SOBECKA,1461
DMOWSKA,1460
KRZYWDA,1460
OLKOWSKA,1460
SZABLEWSKA,1460
BLICHARZ,1459
ROKOSZ,1459
BAJOREK,1458
CHODOROWSKA,1458
GRZEGOREK,1457
BIAŁOWĄS,1456
MATUSZCZYK,1456
WASZCZUK,1456
JAŻDŻEWSKA,1455
PABIAN,1454
ZYŚK,1454
BOLEK,1453
GOŁDYN,1453
STRUZIK,1453
KOTAS,1451
KUKIEŁKA,1451
KURZEJA,1451
PIÓRO,1451
TYCZYŃSKA,1451
LESIŃSKA,1450
SARZYŃSKA,1450
KURPIEWSKA,1449
BARTKIEWICZ,1448
GORZKOWSKA,1448
KONIOR,1448
BRZOZA,1445
CIECHANOWSKA,1445
MŁYŃSKA,1443
KIJEWSKA,1440
PTASZEK,1439
ROMANOWICZ,1436
KRAWCZAK,1435
ZAŁUSKA,1435
DUTKA,1434
JARZYŃSKA,1434
SAKOWICZ,1434
CIEPLIŃSKA,1433
JĘDRZEJAK,1433
LANGER,1433
KWIDZIŃSKA,1432
SMAGA,1432
JURA,1431
BOROWA,1430
PODOLAK,1430
RUSIECKA,1430
SKOCZEK,1430
GŁÓD,1429
KWAŚNA,1429
MISZCZUK,1428
PAŁASZ,1428
RAFALSKA,1428
DANIELEWICZ,1426
LIPA,1426
LISIAK,1426
MAKOWIECKA,1426
GRAJEWSKA,1422
KUCZKOWSKA,1422
PŁOTKA,1422
STYŚ,1422
CEGIELSKA,1421
SULIMA,1418
KAPAŁA,1417
KARP,1417
MIŁKOWSKA,1415
KĘSKA,1414
LUBAŃSKA,1413
OBRĘBSKA,1413
SCHNEIDER,1413
WOŁOWIEC,1413
CZEKAŁA,1412
SZCZECIŃSKA,1410
KRASNODĘBSKA,1409
SKARŻYŃSKA,1409
BARSKA,1406
IDZIAK,1406
JUSZKIEWICZ,1406
MAGDZIARZ,1406
ŚMIETANA,1406
KOSICKA,1405
KRET,1405
SZAŁKOWSKA,1405
SZCZEPKOWSKA,1405
ŻUROWSKA,1405
PSZCZÓŁKOWSKA,1403
PTASIŃSKA,1403
ŚMIAŁEK,1403
MAKSYMIUK,1402
MIŁOSZ,1402
NĘDZA,1402
JAMROZIK,1401
DZIADOSZ,1400
RADZIK,1399
STANIK,1398
AUGUSTYNOWICZ,1397
CZEKALSKA,1397
MIELNICZUK,1396
ZAWIERUCHA,1396
BARTOS,1395
TARCZYŃSKA,1395
ŁUKASZUK,1394
MICHNIEWICZ,1394
BUCZAK,1393
MARCZYŃSKA,1393
DRĄŻEK,1392
HAWRYLUK,1392
KOCHAN,1391
KRYSIŃSKA,1391
ŁOJEK,1391
GUCWA,1389
MAŁKIEWICZ,1389
BARYŁA,1387
KMITA,1387
MIGDAŁ,1387
ŻABA,1386
KOLIŃSKA,1385
SIELSKA,1385
ZIÓŁEK,1385
FIJOŁEK,1384
KASZUBOWSKA,1384
GROMADZKA,1383
MIOTK,1383
GĘBSKA,1382
KONIECZKA,1382
PRZYBYŁOWSKA,1382
STEFANIUK,1382
WALTER,1382
NIEWĘGŁOWSKA,1381
STĘPIŃSKA,1381
STOLAREK,1381
KARCZMARCZYK,1380
PROKOPOWICZ,1380
RADZIEJEWSKA,1378
KUMOR,1377
WALCZUK,1377
WEISS,1377
GNIADEK,1376
PERZ,1376
BRZEZICKA,1374
MARSZAŁ,1374
SULEJ,1374
CZERSKA,1373
GAPIŃSKA,1373
JELIŃSKA,1373
DOLECKA,1372
RYDZ,1372
SAWA,1372
ŻĄDŁO,1372
FRANCZYK,1371
KOBIAŁKA,1371
RZESZUTEK,1371
WĄDOŁOWSKA,1371
GOLIK,1370
KIEDROWSKA,1370
PAŁYS,1370
WIEWIÓRA,1370
KRAUS,1369
WALKOWSKA,1369
GRUBA,1368
JAKUBEK,1368
JAREK,1368
WOJTKIEWICZ,1368
KOCOŃ,1367
BURA,1366
LIBERA,1366
KROPIDŁOWSKA,1364
RĘBISZ,1364
STRÓŻYK,1364
GĘBKA,1363
MRÓWCZYŃSKA,1363
NIEDŹWIEDZKA,1363
ZAMOJSKA,1363
BODNAR,1362
ARCISZEWSKA,1361
PALUSZKIEWICZ,1361
TYBURSKA,1361
GACA,1360
LEHMANN,1360
SKRZYNIARZ,1360
NIEWIŃSKA,1359
ZANIEWSKA,1359
BRYŚ,1358
JAWOREK,1356
GAIK,1354
SKAWIŃSKA,1354
SZREDER,1354
DZIUBIŃSKA,1353
WOCH,1353
BUJNOWSKA,1352
CHABOWSKA,1351
BŁOCH,1350
LATOS,1350
JAROSZEWICZ,1349
PADUCH,1349
KOŁTUN,1348
KULCZYŃSKA,1348
MADEJA,1348
SIEKIERSKA,1348
SMOLAK,1348
BORUTA,1347
CIECIERSKA,1347
OCZKOWSKA,1347
KASPERCZYK,1346
STARZEC,1346
BISKUPSKA,1345
MOŻDŻEŃ,1345
SOKALSKA,1345
DOROSZ,1344
WOJTAL,1344
KONARZEWSKA,1341
KRYCZKA,1341
RAJEWSKA,1341
BACZEWSKA,1340
KURZYŃSKA,1339
MAŚLAK,1338
MICHTA,1338
BRZÓZKA,1337
ŚWIĘTEK,1337
KULAK,1336
RUSAK,1336
GAŁEK,1335
OCHOCKA,1335
SOBIESKA,1335
KARASIEWICZ,1334
REK,1333
PAŁCZYŃSKA,1332
BRZYSKA,1331
KABAT,1331
SOSZYŃSKA,1331
LENKIEWICZ,1330
PRUSZYŃSKA,1330
DOBEK,1327
SZYMKIEWICZ,1327
PASTUSZAK,1326
GALUS,1325
SKÓRSKA,1325
SŁUPSKA,1324
MIGAS,1322
OPAŁKA,1322
WENCEL,1322
JANOTA,1321
RYGIELSKA,1321
GOŚCINIAK,1320
KURDZIEL,1320
DĘBEK,1319
ŚMIGIEL,1319
FRYC,1318
BACH,1317
BŁAŻEJCZYK,1317
PACYNA,1317
TKOCZ,1317
BARTYZEL,1316
JAROSZEK,1316
POMORSKA,1316
SOROKA,1316
SOLIŃSKA,1315
FIC,1314
SZYMONIAK,1314
ROSÓŁ,1313
ANTONIUK,1312
FALKIEWICZ,1312
HOPPE,1312
JANECZKO,1312
KOTLIŃSKA,1312
ŻYŁKA,1312
IDZIK,1311
BAZAN,1310
JASZCZAK,1310
KUPKA,1310
SIEK,1310
GALA,1308
SIECZKA,1308
REKOWSKA,1307
ŁUPIŃSKA,1306
PALACZ,1306
RYCHTER,1306
SADŁO,1306
KLIMKOWSKA,1305
ROGACKA,1305
BAKALARZ,1304
GUZY,1304
STRZAŁKA,1304
ADAMOWSKA,1303
CYBULA,1303
WOŹNICZKA,1303
ŻYGADŁO,1303
WALEWSKA,1302
GAŁKOWSKA,1301
KONEFAŁ,1301
MARCHLEWSKA,1301
CZOPEK,1300
DRZYMAŁA,1299
NAWARA,1299
RUTKA,1299
WALASZEK,1299
GRZANKA,1298
STACHYRA,1298
PELCZAR,1297
SŁOMA,1297
WYKA,1297
BRODZIŃSKA,1296
MURZYN,1296
STANIEK,1296
STRĄCZEK,1295
NOGAJ,1294
FOJCIK,1292
OLSZÓWKA,1292
JARZĘBSKA,1291
ZIEMIŃSKA,1291
BŁASZKOWSKA,1290
FĄFARA,1290
RADWAN,1290
RADOŃ,1289
CZARNIECKA,1288
WRZESZCZ,1288
SURMACZ,1286
WĄCHAŁA,1286
BIGOS,1285
BRZOSTOWSKA,1285
GRZĘDA,1285
KOTULA,1285
KARDAS,1284
MIKRUT,1284
WOJCIESZAK,1284
FIEDOROWICZ,1283
WOŁEK,1283
JAKUBOWICZ,1282
KOŹLIK,1282
BUJALSKA,1280
KOTŁOWSKA,1280
BABICZ,1279
GARBOWSKA,1278
KŁYS,1277
DZWONKOWSKA,1276
PAROL,1275
SKÓRKA,1275
KRAMARZ,1274
PRZYGODZKA,1274
BAJ,1271
KUBIŚ,1271
BIZOŃ,1270
BONK,1270
SMOLARCZYK,1270
ANTONOWICZ,1269
GURGUL,1269
KOCJAN,1269
BRODZIAK,1268
BURAK,1268
KAPŁON,1268
BĄCZYK,1267
GARCZYŃSKA,1265
LIZAK,1265
FURMANEK,1264
GREŃ,1263
MAZGAJ,1263
BANASZCZYK,1262
FIGURSKA,1262
GÓRAK,1262
GRADOWSKA,1262
PALA,1261
WAJS,1261
BYCZKOWSKA,1260
MUZYKA,1260
STYCZEŃ,1260
DZIEWULSKA,1259
SZYDLIK,1259
ŁOJEWSKA,1258
RAJSKA,1258
CIURA,1257
GRZYWA,1257
POTRYKUS,1255
DOMBROWSKA,1254
GŁĘBOCKA,1254
KIJAK,1254
KUĆ,1254
ŚWIERCZEWSKA,1254
GRODZICKA,1253
MAĆKIEWICZ,1253
SITKOWSKA,1253
ZABORSKA,1253
KLUCZYŃSKA,1251
SZABŁOWSKA,1251
BERGER,1250
CZARNOCKA,1250
GARSTKA,1250
ŁUNIEWSKA,1250
NIZIOŁ,1249
DASZKIEWICZ,1248
MUSIALIK,1248
WAŚKO,1248
ZACHARSKA,1248
MALINA,1247
SZYSZKOWSKA,1247
KRAWCZUK,1246
MATUŁA,1246
MAZUROWSKA,1246
WIERCIŃSKA,1245
DURKA,1244
FOLTYN,1244
STOPKA,1244
ZAPART,1244
LANGOWSKA,1242
DERDA,1241
ILNICKA,1241
KUBAT,1240
MEYER,1240
ŁABĘDZKA,1239
PUDEŁKO,1239
TRZASKOWSKA,1239
CIUPA,1238
KALATA,1238
PIECZONKA,1237
RACZEK,1237
FRONTCZAK,1236
KAROLEWSKA,1236
KEMPIŃSKA,1236
KOLANO,1236
MATYSIK,1236
MICHALCZUK,1236
MROŻEK,1236
ŻAKOWSKA,1236
DEMBOWSKA,1235
KARDASZ,1235
MATYS,1235
STANISZ,1235
KOPAŃSKA,1234
MARCISZ,1234
PUŁAWSKA,1234
CHORĄŻY,1231
CIBOROWSKA,1231
JADCZAK,1231
JAROMIN,1231
TALAREK,1230
BIEGUN,1229
ŁOPATA,1229
NEJMAN,1229
FABER,1227
KLEPACZ,1227
KUBERA,1227
LAZAR,1226
SZLACHETKA,1226
GRUCHAŁA,1225
RYNKOWSKA,1225
KUCIA,1224
KWIETNIEWSKA,1224
PŁOŃSKA,1224
STACHERA,1224
KACZOREK,1223
NAKONIECZNA,1223
ROLKA,1223
BAR,1221
BUCHTA,1221
CEGLAREK,1221
MIKOS,1221
PILECKA,1221
BERNAŚ,1220
KOSIBA,1220
MASTERNAK,1220
SZULIK,1220
DĄBROWA,1219
GRĘDA,1218
DUDZIC,1216
DOMŻALSKA,1215
TREDER,1215
POWROŹNIK,1214
DUDKA,1213
WIELICZKO,1212
POLIT,1211
RÓŻALSKA,1210
ŻABICKA,1210
CURYŁO,1209
SITARSKA,1209
OWCZARZAK,1208
PISARCZYK,1208
BŁACH,1207
KORDEK,1207
PYTLAK,1207
