,Nazwisko aktualne,Liczba
4075,LASECKI,744
4076,MACURA,744
4077,OGIŃSKI,744
4078,BEM,743
4079,FRĄCZAK,743
4080,ŁOZA,743
4081,NIEDBALSKI,743
4082,STANISŁAWCZYK,742
4083,SZAŁEK,742
4084,ZYGADŁO,742
4085,DONIEC,741
4086,JADACH,741
4087,WAGA,741
4088,CHĄDZYŃSKI,740
4089,CUPIAŁ,740
4090,GLINIECKI,740
4091,GMEREK,740
4092,ANTKIEWICZ,739
4093,FALIŃSKI,739
4094,GAJOWNICZEK,739
4095,KAMECKI,739
4096,POLACZEK,739
4097,RADEK,739
4098,SOŁOWIEJ,739
4099,SUCHOMSKI,739
4100,WIDAWSKI,739
4101,BAŁUT,738
4102,PAŁUBICKI,738
4103,RUCHAŁA,738
4104,ABRAMOWSKI,737
4105,BYLICA,737
4106,FUDAŁA,737
4107,GROCHOCKI,737
4108,GRZENKOWICZ,737
4109,JEZNACH,737
4110,KASZUBSKI,737
4111,RĄCZKOWSKI,737
4112,SZABELSKI,737
4113,KOSZEWSKI,736
4114,MARTYNA,736
4115,MIŚTA,736
4116,STASIOWSKI,736
4117,SZUMOWSKI,736
4118,AKSAMIT,735
4119,DERLATKA,735
4120,FUDALA,735
4121,LASAK,735
4122,OKRASA,735
4123,SANECKI,735
4124,BUŁAT,734
4125,DEMIANIUK,734
4126,KACPROWICZ,734
4127,KNITTER,734
4128,MATOGA,734
4129,SPRINGER,734
4130,KADŁUBOWSKI,733
4131,KWAS,733
4132,OSTOJSKI,733
4133,PLEWIŃSKI,733
4134,CICHOWICZ,732
4135,CZERNIEJEWSKI,732
4136,DERKACZ,732
4137,FERENS,732
4138,KWOKA,732
4139,LEŚKIEWICZ,732
4140,NATKANIEC,732
4141,OLCHAWA,732
4142,SZAFRANEK,732
4143,BIELAWA,731
4144,DOBIES,731
4145,GALEWSKI,731
4146,KOLANOWSKI,731
4147,KOMOREK,731
4148,WOJTYNA,731
4149,GLUZA,730
4150,KASZEWSKI,730
4151,KOMOSA,730
4152,KORDAS,730
4153,KORYCIŃSKI,730
4154,MAJCHEREK,730
4155,WACŁAWSKI,730
4156,ZYCHOWICZ,730
4157,ANDRYSIAK,729
4158,BEDNARCZUK,729
4159,FURMAŃCZYK,729
4160,JUST,729
4161,KOŁCZ,729
4162,KUSAK,729
4163,STEPNOWSKI,729
4164,SZLAGA,729
4165,BECZEK,728
4166,BRANICKI,728
4167,KRUSZYNA,728
4168,POLEK,728
4169,ROSŁANIEC,728
4170,SZCZUPAK,728
4171,WERESZCZYŃSKI,728
4172,KONCEWICZ,727
4173,MARCHEL,727
4174,SZOŁTYSIK,727
4175,CZERNY,726
4176,SUS,726
4177,URBANIEC,726
4178,ZHANG,726
4179,KRZESZOWSKI,725
4180,MADALIŃSKI,725
4181,PODYMA,725
4182,IWANOWICZ,724
4183,KUŚMIREK,724
4184,MIKLASZEWSKI,724
4185,SIEROCKI,724
4186,SKORUPIŃSKI,724
4187,BETLEJ,723
4188,BOSEK,723
4189,DOŁĘGOWSKI,723
4190,HERBUT,723
4191,JEZIOREK,723
4192,KAJDA,723
4193,KOSTUCH,723
4194,REDA,723
4195,STRZĘPEK,723
4196,ŚLEDZIEWSKI,723
4197,DRZYZGA,722
4198,GRUNWALD,722
4199,LORENZ,722
4200,MIERZYŃSKI,722
4201,PŁOSKONKA,722
4202,POROWSKI,722
4203,TARASZKIEWICZ,722
4204,WAWRZYŃSKI,722
4205,CZUB,721
4206,KOBA,721
4207,KRZYKOWSKI,721
4208,OWSIANY,721
4209,PIASEK,721
4210,PYRKA,721
4211,RADKIEWICZ,721
4212,WOJCIECHOWICZ,721
4213,BŁĘDOWSKI,720
4214,CIĘŻKI,720
4215,MACHNICKI,720
4216,SUMARA,720
4217,NAJDEK,719
4218,PAŹ,719
4219,STRACH,719
4220,ŚWIEBODA,719
4221,TALAR,719
4222,TYMOSZUK,719
4223,WICIK,719
4224,KUŹMICZ,718
4225,LENDZION,718
4226,STEFANIK,718
4227,TARAS,718
4228,JURAK,717
4229,MAJCHROWICZ,717
4230,SIEMBIDA,717
4231,TARASEWICZ,717
4232,ZIARKOWSKI,717
4233,FELIKS,716
4234,OBUCHOWSKI,716
4235,SKROBISZ,716
4236,ŚCISŁOWSKI,716
4237,TRYBUŁA,716
4238,WARDZIŃSKI,716
4239,WINTER,716
4240,BARTOSIŃSKI,715
4241,CZERWIK,715
4242,KRZESZEWSKI,715
4243,PAWEŁCZAK,715
4244,PIECZARA,715
4245,POŁCZYŃSKI,715
4246,SKRZEK,715
4247,BARTOŃ,714
4248,FIEDOR,714
4249,JÓŹWICKI,714
4250,ŁASZKIEWICZ,714
4251,DZIERŻANOWSKI,713
4252,GLAPA,713
4253,MAKUŁA,713
4254,PODSTAWKA,713
4255,BAJERSKI,712
4256,BŁACHOWICZ,712
4257,BRULIŃSKI,712
4258,CIUPEK,712
4259,MAŁYSZKO,712
4260,PIETRASZ,712
4261,TRZNADEL,712
4262,ZAGAJEWSKI,712
4263,BRYŁKA,711
4264,KAŁUZIŃSKI,711
4265,LALIK,711
4266,PAPAJ,711
4267,STASZCZAK,711
4268,ZAWIŁA,711
4269,DRĄŻKIEWICZ,710
4270,RADZKI,710
4271,SŁOMCZYŃSKI,710
4272,STAROWICZ,710
4273,STEFANEK,710
4274,STRĘK,710
4275,SYKUŁA,710
4276,SZYMALA,710
4277,ŚLEZIAK,710
4278,DAWIDZIUK,709
4279,SEREMAK,709
4280,SMOK,709
4281,DŁUŻNIEWSKI,708
4282,HENDZEL,708
4283,KIRAGA,708
4284,LATKOWSKI,708
4285,ŁUKASZYK,708
4286,OLKIEWICZ,708
4287,PASOŃ,708
4288,SEREDA,708
4289,SIWICKI,708
4290,KACAŁA,707
4291,MALARZ,707
4292,MISZTELA,707
4293,SOĆKO,707
4294,ZIOBROWSKI,707
4295,BRYCHCY,706
4296,BUTRYN,706
4297,JARZYNKA,706
4298,RYCHEL,706
4299,SAJ,706
4300,SZYMCZUK,706
4301,ŚWIĄTCZAK,706
4302,WILUSZ,706
4303,ZADROGA,706
4304,GARBARCZYK,705
4305,KWAK,705
4306,SIERZPUTOWSKI,705
4307,SMYCZEK,705
4308,ŚWIERKOWSKI,705
4309,ŁEMPICKI,704
4310,MAGNUSZEWSKI,704
4311,SMĘTEK,704
4312,SUCHARSKI,704
4313,WOJTASIAK,704
4314,ŻMUDZIŃSKI,704
4315,DYDUCH,703
4316,GRYGORUK,703
4317,HOŁOWNIA,703
4318,JASKÓŁKA,703
4319,MAKARA,703
4320,PĘDZICH,703
4321,SEROCZYŃSKI,703
4322,SZYMICZEK,703
4323,TRUCHAN,703
4324,DULSKI,702
4325,GOLUCH,702
4326,KOSIERADZKI,702
4327,SKROBEK,702
4328,TOPOROWSKI,702
4329,GDANIEC,701
4330,IGIELSKI,701
4331,PIORUN,701
4332,POHL,701
4333,PRUCNAL,701
4334,CHROSTEK,700
4335,CZERNEK,700
4336,KOROLCZUK,700
4337,KRZEMPEK,700
4338,ŁOBODZIŃSKI,700
4339,MIAZEK,700
4340,MUNIAK,700
4341,ARENT,699
4342,BUGAŁA,699
4343,GODULA,699
4344,HILDEBRANDT,699
4345,LANGA,699
4346,LI,699
4347,LUBERDA,699
4348,MARIAŃSKI,699
4349,SMOLIK,699
4350,JAGUŚ,698
4351,KRYSZAK,698
4352,KUBASIK,698
4353,ŁYŻWA,698
4354,MOLĘDA,698
4355,RELIGA,698
4356,SEREK,698
4357,STRUK,698
4358,WITAK,698
4359,BULA,697
4360,FIL,697
4361,GZIK,697
4362,KAŁA,697
4363,MISIEK,697
4364,SOBKOWICZ,697
4365,SUPIŃSKI,697
4366,WAWRZAK,697
4367,OPOKA,696
4368,PARA,696
4369,POZORSKI,696
4370,UJMA,696
4371,ZGODA,696
4372,BRZĘCZEK,695
4373,GŁUSZAK,695
4374,GOŁUŃSKI,695
4375,GOSTKOWSKI,695
4376,KRYGER,695
4377,KUBISIAK,695
4378,ŁEPKOWSKI,695
4379,PARKITNY,695
4380,PRZYDATEK,695
4381,WORONIECKI,695
4382,CHĘĆ,694
4383,CIEŚLUK,694
4384,FILIPSKI,694
4385,KONOPIŃSKI,694
4386,ŁAPKA,694
4387,MIKLAS,694
4388,NAJDER,694
4389,POPCZYK,694
4390,SOPATA,694
4391,TOMASIEWICZ,694
4392,ZIEMNIAK,694
4393,BRYCH,693
4394,GĘBICKI,693
4395,KALISZUK,693
4396,OCHMAŃSKI,693
4397,PIASTA,693
4398,SOKAL,693
4399,STATKIEWICZ,693
4400,ŚCIGAŁA,693
4401,WODNICKI,693
4402,ZAŁOGA,693
4403,GRZEŚKIEWICZ,692
4404,KAMROWSKI,692
4405,KILIŃSKI,692
4406,SATERNUS,692
4407,SZOZDA,692
4408,GUZIŃSKI,691
4409,KOBOS,691
4410,SZAFARCZYK,691
4411,BRACH,690
4412,GROŃ,690
4413,JAGUSIAK,690
4414,JARUGA,690
4415,KMIOTEK,690
4416,KOWALEWICZ,690
4417,MEJER,690
4418,MILEWICZ,690
4419,MYSZK,690
4420,OLEWIŃSKI,690
4421,ZIMOŃ,690
4422,BALON,689
4423,BOGUS,689
4424,CHLEBEK,689
4425,EKIERT,689
4426,KRZYWDZIŃSKI,689
4427,LATAWIEC,689
4428,MIANOWSKI,689
4429,NIEPSUJ,689
4430,OŁDAKOWSKI,689
4431,GAWENDA,688
4432,GRYGIER,688
4433,KAROLCZYK,688
4434,KUDLIŃSKI,688
4435,ŁYSEK,688
4436,NIERADKA,688
4437,PACAK,688
4438,PONIKOWSKI,688
4439,SZYMASZEK,688
4440,ZALAS,688
4441,JORDAN,687
4442,KONSTANTY,687
4443,SPŁAWSKI,687
4444,TYLKOWSKI,687
4445,WIDZ,687
4446,CZYŻAK,686
4447,GROMALA,686
4448,HOJKA,686
4449,KARBOWNICZEK,686
4450,KOSTRUBIEC,686
4451,HYŻY,685
4452,KACA,685
4453,PERZYNA,685
4454,RUTYNA,685
4455,WALCZEWSKI,685
4456,WALUS,685
4457,BAJKOWSKI,684
4458,CZYŻYK,684
4459,GŁADKI,684
4460,KOTWICKI,684
4461,MACIĄŻEK,684
4462,MATUSZYK,684
4463,MIARKA,684
4464,MOLIK,684
4465,PONICHTERA,684
4466,RUTKIEWICZ,684
4467,SĘDZIAK,684
4468,SITAREK,684
4469,SŁODKOWSKI,684
4470,STASZEK,684
4471,SZUMNY,684
4472,WŁOSEK,684
4473,ZEMAN,684
4474,BOCHNAK,683
4475,BOROWCZAK,683
4476,DYBEK,683
4477,KOPANIA,683
4478,NOGALSKI,683
4479,SMULSKI,683
4480,ŚLĘCZKA,683
4481,TARASEK,683
4482,ĆWIERTNIA,682
4483,DROŻDŻYŃSKI,682
4484,KAWALA,682
4485,KOŚCIAŃSKI,682
4486,MATUSZKIEWICZ,682
4487,MOCZYDŁOWSKI,682
4488,MOŃKA,682
4489,PAPROTA,682
4490,SĘDŁAK,682
4491,SZYBIAK,682
4492,TCHÓRZ,682
4493,WORONOWICZ,682
4494,BAKUN,681
4495,DAŁEK,681
4496,FRANEK,681
4497,KUCZA,681
4498,MIKOSZ,681
4499,ORKISZ,681
4500,PAWIŃSKI,681
4501,BONISŁAWSKI,680
4502,DENIS,680
4503,DWORZYŃSKI,680
4504,KORNILUK,680
4505,KRÓLICKI,680
4506,KUS,680
4507,KUŹMICKI,680
4508,NAUMOWICZ,680
4509,PAJEWSKI,680
4510,RDZANEK,680
4511,SZPILA,680
4512,TUSIŃSKI,680
4513,WIEJAK,680
4514,DRELICH,679
4515,KORECKI,679
4516,LESZKO,679
4517,LIPCZYŃSKI,679
4518,MINDA,679
4519,NITECKI,679
4520,POWIERŻA,679
4521,SZYMANOWICZ,679
4522,BECKER,678
4523,BIELAŃSKI,678
4524,GALIK,678
4525,GAŃKO,678
4526,KOZANECKI,678
4527,KUPIŃSKI,678
4528,BRONISZ,677
4529,CHWIAŁKOWSKI,677
4530,FREJ,677
4531,HANDZEL,677
4532,HINCA,677
4533,PIECZYKOLAN,677
4534,BANIAK,676
4535,BOŻYK,676
4536,GROT,676
4537,JAKÓBCZAK,676
4538,KAWAŁKO,676
4539,KROGULEC,676
4540,MALESZEWSKI,676
4541,NOWORYTA,676
4542,OCHAŁ,676
4543,SIWIAK,676
4544,SMOLARZ,676
4545,SZUMIŃSKI,676
4546,BORÓWKA,675
4547,ELIASZ,675
4548,KANTORSKI,675
4549,ONISZCZUK,675
4550,PRZYBYCIEŃ,675
4551,SUJKA,675
4552,CHOMICKI,674
4553,DZIEDZINA,674
4554,IWANIAK,674
4555,KIESZKOWSKI,674
4556,PAJDA,674
4557,SAWICZ,674
4558,TLAŁKA,674
4559,DORSZ,673
4560,HYJEK,673
4561,MACHNIO,673
4562,MAJERCZYK,673
4563,BIDZIŃSKI,672
4564,CIEŚLICKI,672
4565,DZIADKOWIEC,672
4566,JANIGA,672
4567,KOŚKA,672
4568,KUCZ,672
4569,PERZYŃSKI,672
4570,STRZAŁA,672
4571,SULIŃSKI,672
4572,SUWALSKI,672
4573,VOLOSHYN,672
4574,ZAORSKI,672
4575,DROBNY,671
4576,HAŁAT,671
4577,KOPCIŃSKI,671
4578,SŁOMIAN,671
4579,SONDEJ,671
4580,DZIDA,670
4581,KUBOWICZ,670
4582,KUSEK,670
4583,MATELSKI,670
4584,OLECHNOWICZ,670
4585,PLOCH,670
4586,POTĘPA,670
4587,PURZYCKI,670
4588,WINIAREK,670
4589,BARTOSZUK,669
4590,GOGOLEWSKI,669
4591,JOKIEL,669
4592,KALUS,669
4593,KAPUŚNIAK,669
4594,OKUNIEWSKI,669
4595,TRZEŚNIEWSKI,669
4596,CHRZĄSTEK,668
4597,DESKA,668
4598,GUMOWSKI,668
4599,KONDRATIUK,668
4600,MIZIOŁEK,668
4601,PASIECZNY,668
4602,RYKACZEWSKI,668
4603,SZURGOT,668
4604,ZMUDA,668
4605,JONCZYK,667
4606,KOPYCIŃSKI,667
4607,ROLNIK,667
4608,SAMBOR,667
4609,TOPCZEWSKI,667
4610,WRZOS,667
4611,ŻELECHOWSKI,667
4612,IWASZKO,666
4613,KROLL,666
4614,ŁUC,666
4615,MATEUSIAK,666
4616,MUCHOWSKI,666
4617,ROMANIK,666
4618,STEMPIEŃ,666
4619,TROCKI,666
4620,BUJOK,665
4621,CZEKAŃSKI,665
4622,GNAT,665
4623,JĘDRZEJEK,665
4624,SIEMIANOWSKI,665
4625,SITNIK,665
4626,TOMKOWIAK,665
4627,WITOS,665
4628,ANISZEWSKI,664
4629,GAWĘCKI,664
4630,KORNAS,664
4631,POPIS,664
4632,POPRAWSKI,664
4633,SMYKOWSKI,664
4634,SUSZYŃSKI,664
4635,ZAWIEJA,664
4636,ARCHACKI,663
4637,JASZEWSKI,663
4638,KOŁACKI,663
4639,KUNIKOWSKI,663
4640,LEŚNIEWICZ,663
4641,BUŁAWA,662
4642,CHACIŃSKI,662
4643,KASPERKIEWICZ,662
4644,KŁOPOTOWSKI,662
4645,PALMOWSKI,662
4646,SZAJNA,662
4647,WĘGLEWSKI,662
4648,AUGUŚCIK,661
4649,CEGŁOWSKI,661
4650,GÓRCZAK,661
4651,KUŹNIEWSKI,661
4652,PANFIL,661
4653,PASIUT,661
4654,ROMAŃCZYK,661
4655,WOŁCZYK,661
4656,BIELAS,660
4657,HAJDUGA,660
4658,KRZYSIEK,660
4659,POŻOGA,660
4660,WANDZEL,660
4661,WITA,660
4662,ZIMNOCH,660
4663,DYMIŃSKI,659
4664,FURGAŁA,659
4665,OSTAPIUK,659
4666,PIETRYGA,659
4667,SAPIŃSKI,659
4668,SZPONAR,659
4669,ZACHARIASZ,659
4670,ZACZYK,659
4671,BEKIER,658
4672,FABIAŃSKI,658
4673,KORNATOWSKI,658
4674,TEODORCZYK,658
4675,HAVRYLIUK,657
4676,JERECZEK,657
4677,KLIMCZUK,657
4678,ŁACIAK,657
4679,STOCH,657
4680,STRASZEWSKI,657
4681,SZUSZKIEWICZ,657
4682,WYCHOWANIEC,657
4683,BORCZYK,656
4684,CHODAKOWSKI,656
4685,OZDOBA,656
4686,RYŁKO,656
4687,SOSZKA,656
4688,WIŃSKI,656
4689,ZADWORNY,656
4690,BOŁOZ,655
4691,GOŁEK,655
4692,HAŁASA,655
4693,IGNASZAK,655
4694,KOJDER,655
4695,MIĘTUS,655
4696,POLOWCZYK,655
4697,RUDA,655
4698,SYCH,655
4699,DOBRZENIECKI,654
4700,FRANCUZ,654
4701,GAD,654
4702,GRAF,654
4703,KAZNOWSKI,654
4704,LATOSIŃSKI,654
4705,ŁUBIŃSKI,654
4706,MAJCZAK,654
4707,MITKA,654
4708,PTASZNIK,654
4709,RYMARZ,654
4710,ŚWIECA,654
4711,WYDRZYŃSKI,654
4712,ŻELICHOWSKI,654
4713,DOMINICZAK,653
4714,GĄSIEWSKI,653
4715,RYKAŁA,653
4716,SŁAWSKI,653
4717,WIELEBA,653
4718,KAŁKA,652
4719,ŁOPACIŃSKI,652
4720,ŁOWICKI,652
4721,MANIECKI,652
4722,NALEPKA,652
4723,PACZUSKI,652
4724,ROSZCZYK,652
4725,STRUSKI,652
4726,WYROSTEK,652
4727,ADLER,651
4728,KAMIONKA,651
4729,KMAK,651
4730,MOĆKO,651
4731,PIÓREK,651
4732,WALASIK,651
4733,WALECKI,651
4734,CIESZKOWSKI,650
4735,JOACHIMIAK,650
4736,MASZTALERZ,650
4737,MŁODZIANOWSKI,650
4738,PAWLICZEK,650
4739,POCZĄTEK,650
4740,ŚMIESZEK,650
4741,ŚWITEK,650
4742,BIELEŃ,649
4743,GACKI,649
4744,KABZIŃSKI,649
4745,KORBEL,649
4746,LENIK,649
4747,MIROCHA,649
4748,MITRĘGA,649
4749,GRZECH,648
4750,HIBNER,648
4751,KOZIEJ,648
4752,MIGDALSKI,648
4753,PIELAK,648
4754,SIEŃKOWSKI,648
4755,SOSIN,648
4756,WŁODAREK,648
4757,BULIK,647
4758,CUDAK,647
4759,DZIURZYŃSKI,647
4760,GASIŃSKI,647
4761,HERMANN,647
4762,ROSZYK,647
4763,WIJATA,647
4764,ZŁOTKOWSKI,647
4765,AMBROŻY,646
4766,BIŃCZYK,646
4767,KUSIŃSKI,646
4768,MODRZYŃSKI,646
4769,NOWACZEK,646
4770,OGRODOWSKI,646
4771,OSMAŃSKI,646
4772,POPOV,646
4773,SYCZ,646
4774,WITAS,646
4775,GROŃSKI,645
4776,SZAŁAŃSKI,645
4777,WOJNAROWICZ,645
4778,BAŁAZY,644
4779,SZCZECHOWICZ,644
4780,SZCZESNY,644
4781,WIKA,644
4782,WOJTECKI,644
4783,WYSZOMIERSKI,644
4784,BOLESTA,643
4785,JARCZYŃSKI,643
4786,JĘDRYCHOWSKI,643
4787,KONSEK,643
4788,MAINKA,643
4789,MAROŃ,643
4790,POCHOPIEŃ,643
4791,UCIŃSKI,643
4792,BRUSKI,642
4793,CIEĆWIERZ,642
4794,MARCHENKO,642
4795,PYCH,642
4796,STRZYŻ,642
4797,SYLWESTRZAK,642
4798,SZKLARCZYK,642
4799,ZBLEWSKI,642
4800,KOCHANOWICZ,641
4801,LESZEK,641
4802,MAJDAK,641
4803,NIKLAS,641
4804,RYCHERT,641
4805,BALAWENDER,640
4806,BERG,640
4807,JANOWIAK,640
4808,KIEŁEK,640
4809,KOZIATEK,640
4810,SKIERSKI,640
4811,GOCH,639
4812,LINEK,639
4813,POLCYN,639
4814,SZOLC,639
4815,WĘGIEL,639
4816,CAŁA,638
4817,DURSKI,638
4818,FLUDER,638
4819,MIARA,638
4820,RODZEŃ,638
4821,STANIASZEK,638
4822,SZYMULA,638
4823,BALCEROWSKI,637
4824,CIBA,637
4825,JAMROŻY,637
4826,OPIOŁA,637
4827,ORCZYKOWSKI,637
4828,SKULSKI,637
4829,STERNAL,637
4830,STRAMA,637
4831,CHWAŁA,636
4832,DANIELCZYK,636
4833,JURGIELEWICZ,636
4834,KIJAS,636
4835,LICHOŃ,636
4836,MACIOCHA,636
4837,NIZIŃSKI,636
4838,RAŹNY,636
4839,DRWAL,635
4840,LISIŃSKI,635
4841,PIKUS,635
4842,RUDOWSKI,635
4843,SADOWY,635
4844,STALA,635
4845,SZADY,635
4846,ARNDT,634
4847,BANDURSKI,634
4848,DANILEWICZ,634
4849,DULIŃSKI,634
4850,DZIWISZ,634
4851,IRZYK,634
4852,JANKOWICZ,634
4853,SIELICKI,634
4854,WOJTAN,634
4855,BUŚKO,633
4856,CHEŁMIŃSKI,633
4857,NICZYPORUK,633
4858,HABA,632
4859,KOPCZYK,632
4860,KORSAK,632
4861,KOZAR,632
4862,KRAJ,632
4863,KUZIOŁA,632
4864,MARCINIUK,632
4865,PACUŁA,632
4866,BONDYRA,631
4867,BUCZKO,631
4868,GŁOS,631
4869,TOPA,631
4870,CAŁUS,630
4871,GORZKIEWICZ,630
4872,GRADZIK,630
4873,GRUDA,630
4874,KAFEL,630
4875,KOTALA,630
4876,MYSŁEK,630
4877,SZLĘK,630
4878,TALAŚKA,630
4879,WARYCH,630
4880,WŁODARZ,630
4881,BULCZAK,629
4882,EWERTOWSKI,629
4883,GOSPODARCZYK,629
4884,JACAK,629
4885,KOŚLA,629
4886,LYSENKO,629
4887,MATWIEJCZUK,629
4888,OLECHNO,629
4889,SIARA,629
4890,TEPER,629
4891,URYGA,629
4892,WITASZEK,629
4893,ZĘBALA,629
4894,KONOPA,628
4895,MALCHER,628
4896,OŻAROWSKI,628
4897,PAŁUCKI,628
4898,PAWLAS,628
4899,PŁOMIŃSKI,628
4900,PRZYCHODZEŃ,628
4901,RDUCH,628
4902,SKARBEK,628
4903,MASIAK,627
4904,RUPIŃSKI,627
4905,SKWARCZYŃSKI,627
4906,WOŁOWICZ,627
4907,DRYWA,626
4908,FILAR,626
4909,PALIGA,626
4910,ŚWIATŁOWSKI,626
4911,WACHNIK,626
4912,WAWROWSKI,626
4913,WOLAN,626
4914,ABRAMEK,625
4915,CHEŁMINIAK,625
4916,FIGARSKI,625
4917,GROCHULSKI,625
4918,KAZIMIERCZUK,625
4919,KĄKOLEWSKI,625
4920,LEŚKO,625
4921,PISKOREK,625
4922,POLEWSKI,625
4923,PRABUCKI,625
4924,PUCEK,625
4925,SZTORC,625
4926,ŚWIERAD,625
4927,WASIŃSKI,625
4928,BERNATOWICZ,624
4929,CIARKOWSKI,624
4930,CIUPKA,624
4931,LOCH,624
4932,MADERA,624
4933,POTONIEC,624
4934,ROGOWICZ,624
4935,SIERACKI,624
4936,FIGAS,623
4937,GALICA,623
4938,KOMUDA,623
4939,OSADNIK,623
4940,ŚWIĘTOŃ,623
4941,WITKIEWICZ,623
4942,GRYKO,622
4943,HADRYŚ,622
4944,KIEDROWICZ,622
4945,KRAŚNICKI,622
4946,STOSIO,622
4947,BAZYDŁO,621
4948,CIUPIŃSKI,621
4949,FAJFER,621
4950,HAJDA,621
4951,MACIEJCZAK,621
4952,MANKIEWICZ,621
4953,MICHALEWSKI,621
4954,MOCH,621
4955,MYSZAK,621
4956,PAZIO,621
4957,RUSZEL,621
4958,STOSIK,621
4959,DZIDO,620
4960,JURCZUK,620
4961,KORTAS,620
4962,PODOBIŃSKI,620
4963,SAMUL,620
4964,SOBIESIAK,620
4965,SZUREK,620
4966,ŚLEDZIŃSKI,620
4967,WRĘCZYCKI,620
4968,BZOWSKI,619
4969,CHAMERA,619
4970,DOMACHOWSKI,619
4971,GLAPIAK,619
4972,HEJDUK,619
4973,IWAŃCZUK,619
4974,KIJANKA,619
4975,KUCZAJ,619
4976,KWINTA,619
4977,POPIELARSKI,619
4978,SMUGA,619
4979,UCHMAN,619
4980,ZDUNIAK,619
4981,BAJON,618
4982,GRZECHOWIAK,618
4983,GRZYMKOWSKI,618
4984,KAWULA,618
4985,KUNC,618
4986,PAKOSZ,618
4987,SIMON,618
4988,WIECH,618
4989,ZIEMBICKI,618
4990,BIEGAJ,617
4991,DRĄŻKOWSKI,617
4992,GORYL,617
4993,JÓZWIAK,617
4994,KRZYSZTOFIAK,617
4995,LUDWICKI,617
4996,PRZERWA,617
4997,SERWA,617
4998,SZELA,617
4999,TERESZKIEWICZ,617
5000,ZMYŚLONY,617
5001,BINKIEWICZ,616
5002,BOCHEN,616
5003,DEPCZYŃSKI,616
5004,GRYBOŚ,616
5005,PALUS,616
5006,SAJA,616
5007,WEŁNA,616
5008,WIECHEĆ,616
5009,BIELEWICZ,615
5010,CEGLARZ,615
5011,DOBROSIELSKI,615
5012,MANOWSKI,615
5013,PACHUCKI,615
5014,PÓŁCHŁOPEK,615
5015,SOKÓLSKI,615
5016,BRONIKOWSKI,614
5017,CIECHOMSKI,614
5018,GODYŃ,614
5019,GONTAREK,614
5020,JAROCH,614
5021,MACHOŃ,614
5022,PANCERZ,614
5023,PARZYSZEK,614
5024,SZCZODROWSKI,614
5025,TWORZYDŁO,614
5026,WIT,614
5027,CISZAK,613
5028,KUSYK,613
5029,LAMPARSKI,613
5030,PRAŁAT,613
5031,SOŃTA,613
5032,SZMURŁO,613
5033,CENTKOWSKI,612
5034,DŁUGOKĘCKI,612
5035,DYMKOWSKI,612
5036,GARDOCKI,612
5037,ROHDE,612
5038,SŁUPEK,612
5039,FABIŚ,611
5040,KAŹMIERCZYK,611
5041,KUKOWSKI,611
5042,KUMOREK,611
5043,LIGAS,611
5044,ŁĄCZNY,611
5045,MURACH,611
5046,BEREŚ,610
5047,CHMARA,610
5048,CZARNIAK,610
5049,DUBAJ,610
5050,GAPSKI,610
5051,GRUSZCZYK,610
5052,KOŁOSOWSKI,610
5053,LEWANDOWICZ,610
5054,LISAK,610
5055,MASALSKI,610
5056,SROMEK,610
5057,BEREDA,609
5058,GAJDZIŃSKI,609
5059,GĄBKA,609
5060,GNATOWSKI,609
5061,HOŁUBOWICZ,609
5062,KROCHMAL,609
5063,ŁACNY,609
5064,ŁAWECKI,609
5065,OWSIAK,609
5066,PACHOLEC,609
5067,SOKULSKI,609
5068,SZELEST,609
5069,SZENDZIELORZ,609
5070,KOBYŁKA,608
5071,KOCHMAN,608
5072,POTACZEK,608
5073,RATKOWSKI,608
5074,SHVETS,608
5075,SZKODA,608
5076,WALENDZIK,608
5077,BAKALARSKI,607
5078,BRATKOWSKI,607
5079,CIERPIAŁ,607
5080,CZAPKA,607
5081,GOSŁAWSKI,607
5082,KLIMOWSKI,607
5083,ROZUM,607
5084,SIEKIERA,607
5085,SKIBNIEWSKI,607
5086,STOŻEK,607
5087,AFTYKA,606
5088,CZOGAŁA,606
5089,FUKS,606
5090,GOLON,606
5091,JAŁOWIECKI,606
5092,KOSTIUK,606
5093,ŁYCZKOWSKI,606
5094,MIELCARZ,606
5095,PACAN,606
5096,PERKA,606
5097,REJNIAK,606
5098,STELMASZYK,606
5099,BUCHOLC,605
5100,DREWNOWSKI,605
5101,GOJ,605
5102,IWASZKIEWICZ,605
5103,JARMOŁOWICZ,605
5104,LESZCZYK,605
5105,PYSZ,605
5106,SMOLEŃSKI,605
5107,STANICKI,605
5108,ZABŁOTNY,605
5109,GORAL,604
5110,JAKIMIUK,604
5111,MAKARSKI,604
5112,ORLICKI,604
5113,SKWIERAWSKI,604
5114,TROSZCZYŃSKI,604
5115,WYROBEK,604
5116,CHARKIEWICZ,603
5117,DYBAŚ,603
5118,KOZAKOWSKI,603
5119,LELITO,603
5120,OŚLIZŁO,603
5121,SIEJA,603
5122,SZARMACH,603
5123,SZKOP,603
5124,BŁAUT,602
5125,CZUBEK,602
5126,GROCHOWINA,602
5127,KUSHNIR,602
5128,MIĘTKIEWICZ,602
5129,NOWOTARSKI,602
5130,RAMOTOWSKI,602
5131,STOBIECKI,602
5132,STYPUŁA,602
5133,WAŚNIOWSKI,602
5134,WÓJS,602
5135,CHMURZYŃSKI,601
5136,CUPER,601
