,Nazwisko aktualne;Liczba
4060,SZAŁEK;759
4061,WARDZIŃSKA;759
4062,CZAPNIK;758
4063,FALIŃSKA;758
4064,MARTYNA;758
4065,NAJDEK;758
4066,PASIŃSKA;758
4067,ŚCISŁOWSKA;758
4068,WAŁĘGA;758
4069,CUPIAŁ;757
4070,DONIEC;757
4071,DZIĘGIEL;757
4072,KRZYKOWSKA;757
4073,MADALIŃSKA;757
4074,ZAPOTOCZNA;757
4075,GLINIECKA;756
4076,PIEPRZYK;756
4077,DYJAK;755
4078,KIRAGA;755
4079,OCHMAŃSKA;755
4080,KRZESZEWSKA;754
4081,MALARZ;754
4082,MIERZYŃSKA;754
4083,RYCZKOWSKA;754
4084,SEROKA;754
4085,FELIKS;753
4086,LASAK;753
4087,ŁAKOMIEC;753
4088,MIKOŚ;753
4089,PRUŚ;753
4090,STASIOWSKA;753
4091,ZAWIŁA;753
4092,BRACH;752
4093,KADŁUBOWSKA;752
4094,MACZUGA;752
4095,MODLIŃSKA;752
4096,STRZĘPEK;752
4097,MACURA;751
4098,NASKRĘT;751
4099,NATKANIEC;751
4100,SIEROCKA;751
4101,KOLBUSZ;750
4102,KUPIŃSKA;750
4103,ŁOZA;750
4104,MACHNICKA;750
4105,MIKLAS;750
4106,MIKLASZEWSKA;750
4107,OSIKA;750
4108,PODYMA;750
4109,POROWSKA;750
4110,PRZEWOŹNIK;750
4111,RĄCZKOWSKA;750
4112,ROSOŁOWSKA;750
4113,BYLICA;749
4114,DRZYZGA;749
4115,GRUNWALD;749
4116,KAŁUZIŃSKA;749
4117,KORYCIŃSKA;749
4118,ŁUKASZYK;749
4119,OSTOJSKA;749
4120,OWCZARZ;749
4121,PAZIEWSKA;749
4122,STEFANEK;749
4123,SUTKOWSKA;749
4124,ULANOWSKA;749
4125,CEGLARSKA;748
4126,DRĄŻKIEWICZ;748
4127,DULSKA;748
4128,DZIERŻANOWSKA;748
4129,KAWAŁEK;748
4130,LORENZ;748
4131,TARASZKIEWICZ;748
4132,HRYCIUK;747
4133,KORDAS;747
4134,LENDZION;747
4135,SAJ;747
4136,TYLKA;747
4137,BARTOSIŃSKA;746
4138,BŁACHOWICZ;746
4139,GALEWSKA;746
4140,ŁYCZKO;746
4141,SOBKOWICZ;746
4142,WODNICKA;746
4143,BĄBA;745
4144,POŁCZYŃSKA;745
4145,PRUSZKOWSKA;745
4146,RĘBACZ;745
4147,GOLIS;744
4148,GRZENKOWICZ;744
4149,KUŹMICKA;744
4150,CELEJ;743
4151,GĘBICKA;743
4152,HOŁOWNIA;743
4153,SOPEL;743
4154,TARASEWICZ;743
4155,WITAK;743
4156,WOJTYNIAK;743
4157,BIGUS;742
4158,BRONISZ;742
4159,FERENS;742
4160,KRÓLICKA;742
4161,PAWEŁCZAK;742
4162,REWERS;742
4163,BAJERSKA;741
4164,KOLANOWSKA;741
4165,MIANOWSKA;741
4166,RADKIEWICZ;741
4167,SAWICZ;741
4168,CZERNEK;740
4169,JAGUŚ;740
4170,KIM;740
4171,SUCHARSKA;740
4172,HERBUT;739
4173,KACPROWICZ;739
4174,NAPIERAJ;739
4175,POLACZEK;739
4176,SEROCZYŃSKA;739
4177,MAŁYSZKO;738
4178,MATOGA;738
4179,MISZTELA;738
4180,ROSŁANIEC;738
4181,SZYMALA;738
4182,TOPOROWSKA;738
4183,WACŁAWSKA;738
4184,CZYŻAK;737
4185,KIEŁBOWICZ;737
4186,KULEJ;737
4187,ZYBAŁA;737
4188,CHUDEK;736
4189,FIEDOR;736
4190,JORDAN;736
4191,MATUSZ;736
4192,OBUCHOWSKA;736
4193,PODGÓRNA;736
4194,SAPIŃSKA;736
4195,STASZCZAK;736
4196,ABRAMOWSKA;735
4197,BOSEK;735
4198,TRYBA;735
4199,ZDYBEL;735
4200,BEDNARCZUK;734
4201,BOGUS;734
4202,KASZEWSKA;734
4203,KUSA;734
4204,OWSIANKA;734
4205,SIERZPUTOWSKA;734
4206,SITNIK;734
4207,SZYBIAK;734
4208,WOJTYNA;734
4209,ZALAS;734
4210,ARNDT;733
4211,BAJKOWSKA;733
4212,KRUSZYNA;733
4213,SIEMBIDA;733
4214,STAROWICZ;733
4215,WANTUCH;733
4216,BUŁAT;732
4217,SKROBEK;732
4218,JASKÓŁKA;731
4219,KULPIŃSKA;731
4220,NOWORYTA;731
4221,SZAFARCZYK;731
4222,BULA;730
4223,GRZEŚKIEWICZ;730
4224,KONOPIŃSKA;730
4225,ŁASZKIEWICZ;730
4226,SZYMASZEK;730
4227,CAŁA;729
4228,FUDALA;729
4229,KIESZKOWSKA;729
4230,KILIŃSKA;729
4231,PĘDZICH;729
4232,PLOCH;729
4233,RUTKIEWICZ;729
4234,TYRKA;729
4235,ZIARKOWSKA;729
4236,BIELAWA;728
4237,BONISŁAWSKA;728
4238,CHROSTEK;728
4239,GAJOWNICZEK;728
4240,GROCHOCKA;728
4241,PRUCNAL;728
4242,TOMASIEWICZ;728
4243,JEŻAK;727
4244,LASECKA;727
4245,SMOLIK;727
4246,CZERNY;726
4247,DAWIDZIUK;726
4248,KNITTER;726
4249,LALIK;726
4250,LIZOŃ;726
4251,MILEWICZ;726
4252,OLKIEWICZ;726
4253,PAWIŃSKA;726
4254,SIWICKA;726
4255,SYKUŁA;726
4256,SZCZĘSNY;726
4257,WICIK;726
4258,WIEJAK;726
4259,BAŁUT;725
4260,CHWIAŁKOWSKA;725
4261,GMEREK;725
4262,KOPCIŃSKA;725
4263,KUBISIAK;725
4264,MŁODZIANOWSKA;725
4265,PONIKOWSKA;725
4266,SOĆKO;725
4267,STRASZEWSKA;725
4268,TRUCHAN;725
4269,ZADROGA;725
4270,DEMIANIUK;724
4271,MAJCZAK;724
4272,ŚLEDZIEWSKA;724
4273,GROCHULSKA;723
4274,KOŚCIAŃSKA;723
4275,MARIAŃSKA;723
4276,OŁDAKOWSKA;723
4277,PIASTA;723
4278,BRZĘCZEK;722
4279,GLAPA;722
4280,KAJDA;722
4281,KOSIERADZKA;722
4282,KUCZ;722
4283,KWAS;722
4284,REDA;722
4285,RELIGA;722
4286,RÓJ;722
4287,TRZNADEL;722
4288,ZYGADŁO;722
4289,BABIAK;721
4290,BŁĘDOWSKA;721
4291,CIĘŻKA;721
4292,EKIERT;721
4293,HOJKA;721
4294,OPOKA;721
4295,PAPAJ;721
4296,RADZKA;721
4297,SUPIŃSKA;721
4298,TRYBUŁA;721
4299,WĄŻ;721
4300,WYCHOWANIEC;721
4301,BALON;720
4302,KAMIONKA;720
4303,KOWALEWICZ;720
4304,KUŚMIREK;720
4305,MALESZEWSKA;720
4306,MIARKA;720
4307,POPCZYK;720
4308,POPRAWSKA;720
4309,SUMARA;720
4310,SUSZYŃSKA;720
4311,ŻMUDZIŃSKA;720
4312,BIELAS;719
4313,GUZIŃSKA;719
4314,KRYGER;719
4315,MOLIK;719
4316,PAWLAS;719
4317,PRZYDATEK;719
4318,ŚCIGAŁA;719
4319,ŚWIĄTCZAK;719
4320,DENIS;718
4321,POPIS;718
4322,SITAREK;718
4323,WAWRZYŃSKA;718
4324,ŁEPKOWSKA;717
4325,OLECHNOWICZ;717
4326,ZGODA;717
4327,BUKOWIEC;716
4328,CIEŚLUK;716
4329,FRĄCZAK;716
4330,GRAF;716
4331,IGIELSKA;716
4332,KARBOWNICZEK;716
4333,ŚWIEBODA;716
4334,KACA;715
4335,SANOCKA;715
4336,KĘSY;714
4337,KRZESZOWSKA;714
4338,MAIK;714
4339,NAUMOWICZ;714
4340,OLCHAWA;714
4341,PODSTAWKA;714
4342,SMULSKA;714
4343,SMYKOWSKA;714
4344,DOBRZENIECKA;713
4345,GARBARCZYK;713
4346,MACIĄŻEK;713
4347,STEFANIK;713
4348,STRÓZIK;713
4349,WALCZEWSKA;713
4350,CZERWIK;712
4351,KUCZA;712
4352,KUŹMICZ;712
4353,LINEK;712
4354,MOLĘDA;712
4355,MUNIAK;712
4356,PASOŃ;712
4357,PAŹ;712
4358,POLEK;712
4359,POLOWCZYK;712
4360,DOBIES;711
4361,FILIPSKA;711
4362,HILDEBRANDT;711
4363,ROMANIK;711
4364,RUCHAŁA;711
4365,ŻELICHOWSKA;711
4366,GZIK;710
4367,KUS;710
4368,MISIEK;710
4369,MIZIOŁEK;710
4370,PALMOWSKA;710
4371,SŁOMCZYŃSKA;710
4372,TWORKOWSKA;710
4373,WYDRZYŃSKA;710
4374,BERG;709
4375,DANILEWICZ;709
4376,KOMOR;709
4377,KRYSZAK;709
4378,PIORUN;709
4379,PONICHTERA;709
4380,SKORUPIŃSKA;709
4381,SZLAGA;709
4382,SZOZDA;709
4383,WOJTECKA;709
4384,KIELISZEK;708
4385,KMIOTEK;708
4386,LEŚKIEWICZ;708
4387,ŁOBODZIŃSKA;708
4388,SZPONAR;708
4389,WAWROWSKA;708
4390,JARZYNKA;707
4391,LEŚNIEWICZ;707
4392,ŁEMPICKA;707
4393,MIAZEK;707
4394,SEREMAK;707
4395,ZAŁOGA;707
4396,PŁOSKONKA;706
4397,ZIMNOCH;706
4398,GALIK;705
4399,KUBASIK;705
4400,PYRKA;705
4401,SĘDŁAK;705
4402,TOPCZEWSKA;705
4403,CIEŚLICKA;704
4404,KOCHANOWICZ;704
4405,KRZEMPEK;704
4406,STASZEK;704
4407,SZUMIŃSKA;704
4408,TUSIŃSKA;704
4409,DYDUCH;703
4410,GUMOWSKA;703
4411,JAGUSIAK;703
4412,KALISZUK;703
4413,KORECKA;703
4414,PIECZYKOLAN;703
4415,ZIMOŃ;703
4416,CZUB;702
4417,JASZEWSKA;702
4418,KAŁUSKA;702
4419,KAMROWSKA;702
4420,KWOKA;702
4421,ŁUBIŃSKA;702
4422,PIASEK;702
4423,STRACH;702
4424,TARASEK;702
4425,BIDZIŃSKA;701
4426,BRYCHCY;701
4427,GONTAREK;701
4428,ORKISZ;701
4429,SHEVCHUK;701
4430,WANDZEL;701
4431,BETLEJ;700
4432,BIELAŃSKA;700
4433,BUGAŁA;700
4434,CIUPEK;700
4435,DYBEK;700
4436,JURAK;700
4437,KOHUT;700
4438,MIKOSZ;700
4439,WILUSZ;700
4440,BRYŁKA;699
4441,JARUGA;699
4442,KOSTRUBIEC;699
4443,LEŚNA;699
4444,MARCHEL;699
4445,STATKIEWICZ;699
4446,BORCZYK;698
4447,BRYCH;698
4448,NAJDER;698
4449,BARTOŃ;697
4450,BEKIER;697
4451,KONCEWICZ;697
4452,KOŚLA;697
4453,MEJER;697
4454,PIECZARA;697
4455,SOKAL;697
4456,SUWALSKA;697
4457,TYMOSZUK;697
4458,WOJNAROWICZ;697
4459,ARENT;696
4460,DYMIŃSKA;696
4461,GLUZA;696
4462,SŁODKOWSKA;696
4463,SOPATA;696
4464,ZMUDA;696
4465,DROŻDŻYŃSKA;695
4466,GAWĘCKA;695
4467,GRYGORUK;695
4468,KOVAL;695
4469,SZAJNA;695
4470,ZIOBROWSKA;695
4471,GÓRCZAK;694
4472,IWASZKO;694
4473,SKIERSKA;694
4474,SZUSZKIEWICZ;694
4475,TCHÓRZ;694
4476,DRELICH;693
4477,FIL;693
4478,JĘDRYCHOWSKA;693
4479,KAROLCZYK;693
4480,TEODORCZYK;693
4481,KOBA;692
4482,KRAŚNICKA;692
4483,MAGNUSZEWSKA;692
4484,RUTYNA;692
4485,SŁAWSKA;692
4486,TARAS;692
4487,WAWRZAK;692
4488,ZACHARIASZ;692
4489,BOCHNAK;691
4490,CHACIŃSKA;691
4491,IWASZKIEWICZ;691
4492,KŁOPOTOWSKA;691
4493,PIETRASZ;691
4494,HENDZEL;690
4495,HERMANN;690
4496,ROSZYK;690
4497,SKARBEK;690
4498,SUS;690
4499,BARTOSZUK;689
4500,BORÓWKA;689
4501,BOŻYK;689
4502,IGNASZAK;689
4503,IWANIAK;689
4504,JARCZYŃSKA;689
4505,KORNATOWSKA;689
4506,NITECKA;689
4507,SIWIAK;689
4508,STEMPIEŃ;689
4509,SZTORC;689
4510,WIDZ;689
4511,BRULIŃSKA;688
4512,DOMINICZAK;688
4513,GOGOLEWSKA;688
4514,JOKIEL;688
4515,KMAK;688
4516,KUBOWICZ;688
4517,LUBERDA;688
4518,SKRZEK;688
4519,SKULSKA;688
4520,SŁOMIAN;688
4521,CHLEBEK;687
4522,DWORZYŃSKA;687
4523,KOSTUCH;687
4524,KUŹNIEWSKA;687
4525,LIPCZYŃSKA;687
4526,PAWLICZEK;687
4527,WRZOS;687
4528,KORSAK;686
4529,SKWARCZYŃSKA;686
4530,STOCH;686
4531,SZYMCZUK;686
4532,ŚWIERKOWSKA;686
4533,WŁOSEK;686
4534,CHODAKOWSKA;685
4535,CHOMICKA;685
4536,GOCH;685
4537,PACAK;685
4538,RYŁKO;685
4539,STALA;685
4540,ANISZEWSKA;684
4541,KAŁA;684
4542,KASPERKIEWICZ;684
4543,KORNAS;684
4544,KROGULEC;684
4545,MOŃKA;684
4546,PAPROTA;684
4547,SOSZKA;684
4548,SZOLC;684
4549,ŚLEZIAK;684
4550,BIŃCZYK;683
4551,ELIASZ;683
4552,HAJDUGA;683
4553,KUSIŃSKA;683
4554,NIERADKA;683
4555,PERZYNA;683
4556,WALECKA;683
4557,WITOS;683
4558,AUGUŚCIK;682
4559,JAKÓBCZAK;682
4560,MACIEJCZAK;682
4561,MIGDALSKA;682
4562,SĘDZIAK;682
4563,SIMON;682
4564,SZYMICZEK;682
4565,TOMKOWIAK;682
4566,FREJ;681
4567,JĘDRZEJEK;681
4568,KOŚKA;681
4569,ŁYŻWA;681
4570,MAKARA;681
4571,WAGA;681
4572,DULIŃSKA;680
4573,MACHNIO;680
4574,MOĆKO;680
4575,PASIECZNA;680
4576,PODLEŚNA;680
4577,RUDY;680
4578,RYCHEL;680
4579,SZADY;680
4580,SZCZESNA;680
4581,WORONOWICZ;680
4582,GASIŃSKA;679
4583,GROT;679
4584,HANDZEL;679
4585,KORNILUK;679
4586,PRZYBYCIEŃ;679
4587,SIERACKA;679
4588,WIŃSKA;679
4589,FABIAŃSKA;678
4590,JANIGA;678
4591,KAZIMIERCZUK;678
4592,MAINKA;678
4593,NIEDBALSKA;678
4594,NIEPSUJ;678
4595,PASIUT;678
4596,PISKOREK;678
4597,TYLKOWSKA;678
4598,WĘGLEWSKA;678
4599,BAKUN;677
4600,CZEKAŃSKA;677
4601,KAPUŚNIAK;677
4602,KOBOS;677
4603,MARTIN;677
4604,MITKA;677
4605,MOCZYDŁOWSKA;677
4606,PIETRYGA;677
4607,WOJTASIAK;677
4608,DANIELCZYK;676
4609,KORNECKA;676
4610,KUDLIŃSKA;676
4611,LISIŃSKA;676
4612,ŁOWICKA;676
4613,MAROŃ;676
4614,PANFIL;676
4615,BRATKOWSKA;675
4616,DZIDA;675
4617,GĄSIEWSKA;675
4618,KOZANECKA;675
4619,ŁUC;675
4620,MATELSKA;675
4621,NIZIŃSKA;675
4622,SUJKA;675
4623,SZURGOT;675
4624,ŚWIST;675
4625,BULIK;674
4626,JERECZEK;674
4627,LESZKO;674
4628,NICZYPORUK;674
4629,SPŁAWSKA;674
4630,ZAORSKA;674
4631,CUDAK;673
4632,JACAK;673
4633,KOJDER;673
4634,KRZYWDZIŃSKA;673
4635,MAKUŁA;673
4636,OSMAŃSKA;673
4637,PERZYŃSKA;673
4638,RDZANEK;673
4639,ŚWITEK;673
4640,WINIAREK;673
4641,ADLER;672
4642,ARCHACKA;672
4643,GROŃ;672
4644,GRYGIER;672
4645,JOACHIMIAK;672
4646,KALUS;672
4647,POTĘPA;672
4648,WALUS;672
4649,ZŁOTKOWSKA;672
4650,DAŁEK;671
4651,GŁUSZAK;671
4652,GROMALA;671
4653,MOŻEJKO;671
4654,FLUDER;670
4655,FRANEK;670
4656,KROLL;670
4657,ŁAPKA;670
4658,MAJCHEREK;670
4659,OLEWIŃSKA;670
4660,RYMARZ;670
4661,WITA;670
4662,WOJTAN;670
4663,BANIAK;669
4664,KOTWICKA;669
4665,LICHOŃ;669
4666,SZAŁAŃSKA;669
4667,SZPILA;669
4668,TRZEŚNIEWSKA;669
4669,GODYŃ;668
4670,POWIERŻA;668
4671,CIECHOMSKA;667
4672,KORBEL;667
4673,LOCH;667
4674,ŁOPACIŃSKA;667
4675,BOROWCZAK;666
4676,CEGŁOWSKA;666
4677,GRADZIK;666
4678,HAŁASA;666
4679,LIGAS;666
4680,OKUNIEWSKA;666
4681,ROSZCZYK;666
4682,SMOLEŃSKA;666
4683,SULIŃSKA;666
4684,BONDYRA;665
4685,GODULA;665
4686,LESIUK;665
4687,MIROCHA;665
4688,NOGALSKA;665
4689,BUTRYN;664
4690,CIESZKOWSKA;664
4691,GDANIEC;664
4692,KACAŁA;664
4693,SEREK;664
4694,WACHNIK;664
4695,FEDEROWICZ;663
4696,KRZOS;663
4697,OCHAŁ;663
4698,RAMOTOWSKA;663
4699,SIEŃKOWSKA;663
4700,ZAWIEJA;663
4701,ZEMAN;663
4702,ANTOŃCZYK;662
4703,BONDAR;662
4704,BRONIKOWSKA;662
4705,CUPER;662
4706,CZYŻYK;662
4707,DESKA;662
4708,LUDWICKA;662
4709,ROMAŃCZYK;662
4710,SMOLARZ;662
4711,SZKLARCZYK;662
4712,WOŁOWICZ;662
4713,ŁACIAK;661
4714,MANIECKA;661
4715,MICHALEWSKA;661
4716,MODRZYŃSKA;661
4717,NOWACZEK;661
4718,BIELEWICZ;660
4719,BUJOK;660
4720,GOŁUŃSKA;660
4721,PERKA;660
4722,STANICKA;660
4723,SZARMACH;660
4724,DOBIJA;659
4725,DOMACHOWSKA;659
4726,PARA;659
4727,PIELAK;659
4728,TROCKA;659
4729,ZDUNIAK;659
4730,FILAR;658
4731,HINCA;658
4732,JAKIMOWICZ;658
4733,KUNIKOWSKA;658
4734,OSADNIK;658
4735,PALIGA;658
4736,WITAS;658
4737,CHĘĆ;657
4738,CISZAK;657
4739,KAWAŁKO;657
4740,KAWULA;657
4741,MARCOL;657
4742,RODZEŃ;657
4743,RYCHERT;657
4744,CHRZĄSTEK;656
4745,GAŃKO;656
4746,LATOSIŃSKA;656
4747,MIELCARZ;656
4748,PALUS;656
4749,ROLNIK;656
4750,BAŁAZY;655
4751,DŁUGOKĘCKA;655
4752,KANTORSKA;655
4753,KOPYCIŃSKA;655
4754,KRZYSIEK;655
4755,MOCH;655
4756,OPOLSKA;655
4757,PAJEWSKA;655
4758,POLEWSKA;655
4759,PUCEK;655
4760,GRZECHOWIAK;654
4761,HIBNER;654
4762,MATCZUK;654
4763,PACUŁA;654
4764,PTASZNIK;654
4765,ZADWORNA;654
4766,ŻELECHOWSKA;654
4767,CHARKIEWICZ;653
4768,JARMOŁOWICZ;653
4769,OŻAROWSKA;653
4770,PURZYCKA;653
4771,ŚLĘCZKA;653
4772,TLAŁKA;653
4773,WŁODAREK;653
4774,BINKIEWICZ;652
4775,CHEŁMINIAK;652
4776,GAD;652
4777,JAKUBASZEK;652
4778,KAWALA;652
4779,LAMPARSKA;652
4780,MATUSZYK;652
4781,RYKACZEWSKA;652
4782,STERNAL;652
4783,SZENDZIELORZ;652
4784,CHMURZYŃSKA;651
4785,GOLUCH;651
4786,KWAK;651
4787,PAJDA;651
4788,STRUK;651
4789,WIKA;651
4790,JAMROŻY;650
4791,KOPANIA;650
4792,MATWIEJCZUK;650
4793,MUCHOWSKA;650
4794,POŻOGA;650
4795,SAMBOR;650
4796,WĘGIEL;650
4797,KAŹMIERCZYK;649
4798,KOVALENKO;649
4799,LINDNER;649
4800,SZLĘK;649
4801,ZACZYK;649
4802,KONSEK;648
4803,MARCINIUK;648
4804,WEŁNA;648
4805,BIEGAJ;647
4806,JANKOWICZ;647
4807,KOJ;647
4808,PYCH;647
4809,TOPA;647
4810,ZBLEWSKA;647
4811,BRZOSKA;646
4812,MICHNIAK;646
4813,NIWIŃSKA;646
4814,OWSIAK;646
4815,ZĘBALA;646
4816,FIGARSKA;645
4817,FUKS;645
4818,GORZKIEWICZ;645
4819,GRĄDZIEL;645
4820,KABZIŃSKA;645
4821,KIJANKA;645
4822,KLIMOWSKA;645
4823,MARCIŃCZYK;645
4824,PACZUSKA;645
4825,RYKAŁA;645
4826,SIELICKA;645
4827,GAWENDA;644
4828,ŁUBKOWSKA;644
4829,MADERA;644
4830,MIĘTUS;644
4831,MUC;644
4832,WASIŃSKA;644
4833,ZIEMNIAK;644
4834,ZUBA;644
4835,BALCEROWSKA;643
4836,BIELEŃ;643
4837,GABRIEL;643
4838,KARWOT;643
4839,KAZNOWSKA;643
4840,KORNELUK;643
4841,KRAJ;643
4842,MAJERCZYK;643
4843,SIEMIANOWSKA;643
4844,SOSIN;643
4845,WOŁCZYK;643
4846,JANASZEK;642
4847,KOŁOSOWSKA;642
4848,KOTALA;642
4849,OPIOŁA;642
4850,STELMASZYK;642
4851,SYLWESTRZAK;642
4852,WALASIK;642
4853,AFTYKA;641
4854,CZOGAŁA;641
4855,KRZEWSKA;641
4856,LASZUK;641
4857,SKIBNIEWSKA;641
4858,SMOK;641
4859,ŚWIĘTOŃ;641
4860,AMBROŻY;640
4861,BANDURSKA;640
4862,KLIMCZUK;640
4863,ŁYSEK;640
4864,MAJDAK;640
4865,MASZTALERZ;640
4866,ONISZCZUK;640
4867,RDUCH;640
4868,SACHARCZUK;640
4869,SOBIESIAK;640
4870,STRAMA;640
4871,STRZAŁA;640
4872,WYSZOMIERSKA;640
4873,CIUPIŃSKA;639
4874,DYMKOWSKA;639
4875,JAKIMIUK;639
4876,KUZIOŁA;639
4877,LEJMAN;639
4878,OLECHNO;639
4879,POCHOPIEŃ;639
4880,JANISZ;638
4881,KAŁKA;638
4882,KIELAN;638
4883,KOZIEJ;638
4884,PRZYCHODZEŃ;638
4885,SZARZYŃSKA;638
4886,WIT;638
4887,BARYLSKA;637
4888,DRWAL;637
4889,IRZYK;637
4890,KĄKOLEWSKA;637
4891,KOCHMAN;637
4892,LABUS;637
4893,MYSZK;637
4894,ORCZYKOWSKA;637
4895,PIÓREK;637
4896,SZYMANOWICZ;637
4897,ANUSZKIEWICZ;636
4898,BRAŃKA;636
4899,CHAMERA;636
4900,CHEŁMIŃSKA;636
4901,ĆWIERTNIA;636
4902,FLISIKOWSKA;636
4903,HYJEK;636
4904,LEWANDOWICZ;636
4905,MACHALSKA;636
4906,MANOWSKA;636
4907,MINDA;636
4908,NIKLAS;636
4909,SIDORUK;636
4910,SZUREK;636
4911,SZYMULA;636
4912,UCHMAN;636
4913,UZNAŃSKA;636
4914,BEREŚ;635
4915,FURGAŁA;635
4916,GRZEGORSKA;635
4917,JÓZWIAK;635
4918,LANGA;635
4919,LICZNERSKA;635
4920,ŁAWECKA;635
4921,WANIEK;635
4922,BOLESTA;634
4923,BRUSKA;634
4924,DOBROSIELSKA;634
4925,KOZAKOWSKA;634
4926,MITRĘGA;634
4927,REJNIAK;634
4928,ZIEMBICKA;634
4929,FRAŃCZAK;633
4930,GRYKO;633
4931,KLUCZEK;633
4932,LATAWIEC;633
4933,OGRODOWSKA;633
4934,STANIASZEK;633
4935,WŁODARZ;633
4936,WYROBEK;633
4937,WYROSTEK;633
4938,DZIURZYŃSKA;632
4939,LEŚKO;632
4940,PRÓCHNIAK;632
4941,THIEL;632
4942,ZACHWIEJA;632
4943,BŁAUT;631
4944,BOCHEN;631
4945,BUŁAWA;631
4946,CAŁUS;631
4947,GRZYMKOWSKA;631
4948,JURCZUK;631
4949,ROGOWICZ;631
4950,RZĄDKOWSKA;631
4951,SOKÓLSKA;631
4952,STOBIECKA;631
4953,UCIŃSKA;631
4954,WIECHEĆ;631
4955,GOJ;630
4956,HAŁAT;630
4957,HOŁUBOWICZ;630
4958,MATEUSIAK;630
4959,OLEKSIUK;630
4960,WALENDZIK;630
4961,BAKALARSKA;629
4962,HEJDUK;629
4963,KIEDROWICZ;629
4964,OZDOBA;629
4965,POCZĄTEK;629
4966,PRABUCKA;629
4967,SMĘTEK;629
4968,SOŃTA;629
4969,SZCZODROWSKA;629
4970,ZUBEL;629
4971,DZIEDZINA;628
4972,FAŁEK;628
4973,FLORKIEWICZ;628
4974,HORNIK;628
4975,KIJAS;628
4976,KRASICKA;628
4977,MAKARSKA;628
4978,MASIAK;628
4979,MYSŁEK;628
4980,OLEKSIEWICZ;628
4981,PRZEWŁOCKA;628
4982,RATKOWSKA;628
4983,RZUCIDŁO;628
4984,WITKIEWICZ;628
4985,BURCZYŃSKA;627
4986,CIARKOWSKA;627
4987,DRYWA;627
4988,EWERTOWSKA;627
4989,FIGAS;627
4990,GONTARCZYK;627
4991,GRALEWSKA;627
4992,JURGIELEWICZ;627
4993,LENIK;627
4994,NOWOK;627
4995,SEKULSKA;627
4996,ŚMIESZEK;627
4997,DĘBKOWSKA;626
4998,DZIADKOWIEC;626
4999,FAJFER;626
5000,GOSŁAWSKA;626
5001,GRZECH;626
5002,WIDUCH;626
5003,WIELEBA;626
5004,CENTKOWSKA;625
5005,PILICHOWSKA;625
5006,DEPCZYŃSKA;624
5007,DREWNOWSKA;624
5008,KAFEL;624
5009,POSŁUSZNA;624
5010,CEGLARZ;623
5011,DOLATOWSKA;623
5012,DURSKA;623
5013,GOLON;623
5014,KLUCZEWSKA;623
5015,KUCZAJ;623
5016,MARTYKA;623
5017,PODSIADŁY;623
5018,STOJAK;623
5019,STRUSKA;623
5020,WANG;623
5021,KAJZER;622
5022,LESZEK;622
5023,OSTAPOWICZ;622
5024,PRÓCHNICKA;622
5025,SAJA;622
5026,SERWA;622
5027,SZCZECHOWICZ;622
5028,SZELA;622
5029,ŚMIETANKA;622
5030,BAJON;621
5031,BERNATOWICZ;621
5032,BZOWSKA;621
5033,HABA;621
5034,MACHOŃ;621
5035,MIĘTKIEWICZ;621
5036,OLAK;621
5037,SYCZ;621
5038,SZELEST;621
5039,SZWAJA;621
5040,BEREDA;620
5041,GALICA;620
5042,KANCLERZ;620
5043,KASTELIK;620
5044,KUSEK;620
5045,ZASTAWNA;620
5046,JARCZYK;619
5047,KOŁACKA;619
5048,KUKOWSKA;619
5049,MIARA;619
5050,PAZIO;619
5051,PRZERWA;619
5052,SOKULSKA;619
5053,DRĄŻKOWSKA;618
5054,DZIDO;618
5055,KUZIA;618
5056,LESZCZYK;618
5057,LITWA;618
5058,NOWARA;618
5059,RUPIŃSKA;618
5060,BAZYDŁO;617
5061,CHODKIEWICZ;617
5062,CHUDZICKA;617
5063,GOLDA;617
5064,HADRYŚ;617
5065,PACHOLEC;617
5066,FRANCUZ;616
5067,GOSPODARCZYK;616
5068,KISIELEWICZ;616
5069,KUMOREK;616
5070,NYGA;616
5071,POLCYN;616
5072,RADŁOWSKA;616
5073,CHWAŁA;615
5074,HAJDA;615
5075,KORTAS;615
5076,MOTYLEWSKA;615
5077,STOSIK;615
5078,SYCH;615
5079,SZKODA;615
5080,WATRAS;615
5081,WRĘCZYCKA;615
5082,ANTAS;614
5083,BUCZKO;614
5084,GAPSKA;614
5085,GOŚCIŃSKA;614
5086,IWAŃCZUK;614
5087,KONOPA;614
5088,NALEPKA;614
5089,NIKODEM;614
5090,OLSZYŃSKA;614
5091,OŚLIZŁO;614
5092,PARZYSZEK;614
5093,PAŚNIK;614
5094,STRZYŻ;614
5095,TERESZKIEWICZ;614
5096,ZAGRODZKA;614
5097,CHACHUŁA;613
5098,GAWORSKA;613
5099,ORLICKA;613
5100,PAKOSZ;613
5101,SZKOP;613
5102,TOMASZCZYK;613
5103,BROCKA;612
5104,CABAŁA;612
5105,DORSZ;612
5106,KAŁUŻYŃSKA;612
5107,MAŁOTA;612
5108,PESTA;612
5109,PODOBIŃSKA;612
5110,ROHDE;612
5111,SKWIERAWSKA;612
5112,STOŻEK;612
5113,SZYMANIK;612
5114,ŚWIATŁOWSKA;612
5115,ŚWIECA;612
5116,TALAŚKA;612
5117,BOLEWSKA;611
